Date,Ticker,Open,Close,RSI_14,Beta_1Y,Beta_5Y
2024-01-02,AAPL,186.0330720064728,184.53208923339844,-1.0,-1.0,-1.0
2024-01-03,AAPL,183.1205861355978,183.15040588378903,0.0,-1.0,-1.0
2024-01-04,AAPL,181.06291404030492,180.8243560791016,0.0,-1.0,-1.0
2024-01-05,AAPL,180.90387243418792,180.09869384765625,0.0,-1.0,-1.0
2024-01-08,AAPL,181.0032684531674,184.4525604248047,49.5474767400266,-1.0,-1.0
2024-01-09,AAPL,182.8223597284498,184.0350799560547,47.30025429263877,-1.0,-1.0
2024-01-10,AAPL,183.2497813853363,185.07879638671875,52.66726519892264,-1.0,-1.0
2024-01-11,AAPL,185.42671870400412,184.48239135742188,49.77086906542438,-1.0,-1.0
2024-01-12,AAPL,184.94958867585868,184.8104248046875,51.245583678285556,-1.0,-1.0
2024-01-16,AAPL,181.07284484780743,182.53407287597656,42.572015293677175,-1.0,-1.0
2024-01-17,AAPL,180.1881635122084,181.58973693847656,39.778945783835006,-1.0,-1.0
2024-01-18,AAPL,184.97940747954692,187.50425720214844,57.31768892308432,-1.0,-1.0
2024-01-19,AAPL,188.20007624137463,190.4167633056641,62.67122972612448,-1.0,-1.0
2024-01-22,AAPL,191.15232686866392,192.7328338623047,66.05679349319898,-1.0,-1.0
2024-01-23,AAPL,193.8561183903394,194.01515197753903,67.67974692906841,-1.0,-1.0
2024-01-24,AAPL,194.25371040083743,193.33920288085935,69.50885232145919,-1.0,-1.0
2024-01-25,AAPL,194.0549212884663,193.0111846923828,75.26790414675627,-1.0,-1.0
2024-01-26,AAPL,193.1106022428928,191.27163696289065,72.23106732683141,-1.0,-1.0
2024-01-29,AAPL,190.8640668648328,190.5857391357422,64.28902549488869,-1.0,-1.0
2024-01-30,AAPL,189.80045678886228,186.91775512695312,55.83262272437904,-1.0,-1.0
2024-01-31,AAPL,185.923727976182,183.2994842529297,46.7395395108792,-1.0,-1.0
2024-02-01,AAPL,182.8919601744576,185.7448272705078,52.16651714333448,-1.0,-1.0
2024-02-02,AAPL,178.78658786144558,184.7408447265625,49.88329835696371,-1.0,-1.0
2024-02-05,AAPL,187.02710222804,186.55990600585935,56.85742965102706,-1.0,-1.0
2024-02-06,AAPL,185.74481710103248,188.17025756835935,60.96029285663818,-1.0,-1.0
2024-02-07,AAPL,189.5022725041005,188.2796173095703,51.60101378004855,-1.0,-1.0
2024-02-08,AAPL,188.25971226684047,187.19610595703125,42.8064294268768,-1.0,-1.0
2024-02-09,AAPL,187.76342165910924,187.9624938964844,38.55264015490223,-1.0,-1.0
2024-02-12,AAPL,187.53449778464588,186.2704620361328,31.773509399163245,-1.0,-1.0
2024-02-13,AAPL,184.89694454758452,184.1703643798828,29.777457088991,-1.0,-1.0
2024-02-14,AAPL,184.44907598078345,183.28456115722656,29.06238544886969,1.1027253893992137,1.1027253893992137
2024-02-15,AAPL,182.68738521978767,182.9959259033203,30.998718432914643,1.0452808026083276,1.0452808026083276
2024-02-16,AAPL,182.5579699194549,181.45318603515625,29.825195356610564,1.0595909760132933,1.0595909760132933
2024-02-20,AAPL,180.93564089848357,180.70672607421875,34.245592360711214,1.0089685760837168,1.0089685760837168
2024-02-21,AAPL,181.08494629412857,181.46316528320312,44.55104840644938,1.0037550903227226,1.0037550903227226
2024-02-22,AAPL,182.6177080564135,183.50352478027344,43.18555069153075,0.9389213554734411,0.9389213554734411
2024-02-23,AAPL,184.14051969682032,181.6622314453125,41.093280406276406,0.9489342183923453,0.9489342183923453
2024-02-26,AAPL,181.3835505229736,180.30862426757807,31.413888092447024,0.9573888527539411,0.9573888527539411
2024-02-27,AAPL,180.24888975946536,181.77169799804688,30.807929173471123,0.9410224952133966,0.9410224952133966
2024-02-28,AAPL,181.6522565198894,180.5673828125,28.293440047550916,0.9476022155582517,0.9476022155582517
2024-02-29,AAPL,180.4180883588269,179.90052795410156,28.972975350177222,0.9474791120083703,0.9474791120083703
2024-03-01,AAPL,178.7061901764464,178.815673828125,24.112624331056722,0.872586928656619,0.872586928656619
2024-03-04,AAPL,175.3221528407019,174.277099609375,20.76658779318153,0.9360445768767077,0.9360445768767077
2024-03-05,AAPL,169.95748724050745,169.32049560546875,18.22825358084728,1.0482167615308635,1.0482167615308635
2024-03-06,AAPL,170.256065044738,168.32518005371094,18.143232592115197,1.0353381918272486,1.0353381918272486
2024-03-07,AAPL,168.35505375316498,168.2057647705078,18.274944718578766,1.0257881534064464,1.0257881534064464
2024-03-08,AAPL,168.20576217934803,169.92762756347656,25.466081408258134,0.8563919980023542,0.8563919980023542
2024-03-11,AAPL,172.12725037151972,171.93814086914062,32.28789225615802,0.807513963781933,0.807513963781933
2024-03-12,AAPL,172.3362371923594,172.41586303710938,31.516778556964397,0.7871136380334304,0.7871136380334304
2024-03-13,AAPL,171.9580519129805,170.3257598876953,23.13304032075432,0.8010405424287801,0.8010405424287801
2024-03-14,AAPL,172.0973925529764,172.1869659423828,30.697406368723577,0.7691739904794733,0.7691739904794733
2024-03-15,AAPL,170.3655638276482,171.80874633789062,31.967818080350085,0.7450765385272442,0.7450765385272442
2024-03-18,AAPL,174.7448914522954,172.90357971191406,30.888000415663413,0.75368634335414,0.75368634335414
2024-03-19,AAPL,173.52064400091257,175.25247192382812,39.08417070308973,0.7740298704040532,0.7740298704040532
2024-03-20,AAPL,174.89417408943874,177.83030700683594,46.05761575163741,0.8007790934043121,0.8007790934043121
2024-03-21,AAPL,176.2179350177799,170.5646209716797,37.28133289615985,0.846154188946133,0.846154188946133
2024-03-22,AAPL,170.95279171103329,171.47035217285156,45.12784109721115,0.8195349816256463,0.8195349816256463
2024-03-25,AAPL,169.76839047714014,170.0470733642578,51.43759415748112,0.8244070018713199,0.8244070018713199
2024-03-26,AAPL,169.20106023000122,168.9124298095703,51.155551125165594,0.8278133446856684,0.8278133446856684
2024-03-27,AAPL,169.609133760084,172.49549865722656,57.428471774491875,0.8557618186077759,0.8557618186077759
2024-03-28,AAPL,170.94283813483634,170.67410278320312,51.28821987557294,0.8604504467889074,0.8604504467889074
2024-04-01,AAPL,170.38547862745995,169.23092651367188,45.23474942549482,0.8635739890490461,0.8635739890490461
2024-04-02,AAPL,168.28537106183597,168.04649353027344,42.49571653274224,0.8559426354039602,0.8559426354039602
2024-04-03,AAPL,167.99673277562965,168.85269165039062,47.35331935134542,0.8525198218115165,0.8525198218115165
2024-04-04,AAPL,169.48968886138192,168.026611328125,42.236253350775115,0.8136791089932304,0.8136791089932304
2024-04-05,AAPL,168.79298281447828,168.7830352783203,44.4322334242889,0.8049511486926667,0.8049511486926667
2024-04-08,AAPL,168.23561647794648,167.65834045410156,40.35856126730541,0.8079488139562245,0.8079488139562245
2024-04-09,AAPL,167.90716183961618,168.8726043701172,37.76251652938763,0.8032834824617671,0.8032834824617671
2024-04-10,AAPL,168.0066808175879,166.99147033691406,28.63865295532105,0.8103880110720572,0.8103880110720572
2024-04-11,AAPL,167.54885233902874,174.2173614501953,57.210187138490674,0.8562853671722306,0.8562853671722306
2024-04-12,AAPL,173.4410296238906,175.72027587890625,58.19575315547222,0.7568440274624016,0.7568440274624016
2024-04-15,AAPL,174.53586805138283,171.87841796875,53.230320370136106,0.8026362163068642,0.8026362163068642
2024-04-16,AAPL,170.94284143183614,168.583984375,49.46167016549797,0.7997903472530328,0.7997903472530328
2024-04-17,AAPL,168.81289870293196,167.21046447753906,40.66130150762983,0.8034138367032715,0.8034138367032715
2024-04-18,AAPL,167.2403272418086,166.25497436523438,41.94486690111622,0.805017408281532,0.805017408281532
